股票代码;公司简称;公司全称;公司英文名称;成立日期;所属地域;曾用名;法定代表人;独立董事;会计师事务所;证券事务代表;咨询服务机构;所属概念;所属行业
002301;齐心集团;深圳市齐心文具股份有限公司;SHENZHEN COMIX GROUP CO. LTD;2000-01-12;广东;齐心文具;陈钦鹏;陈燕燕、李建浩、王惠玲;瑞华会计师事务所(特殊普通合伙);罗江龙;国浩律师集团（深圳）事务所;--;耐用消费品
002302;西部建设;中建西部建设股份有限公司;China West Construction Group Co.,ltd;2001-10-18;新疆;--;吴文贵;马洁、李大明、朱瑛;大华会计师事务所(特殊普通合伙);陈赤;北京市国枫律师事务所;融资融券、丝绸之路;建材与构件
002303;美盈森;美盈森集团股份有限公司;MYS Group Co., Ltd.;2007-09-25;广东;--;张珍义;李伟东、张建军;大信会计师事务所(特殊普通合伙);刘会丰;北京市万商天勤律师事务所;国防军工、军工航天、军民融合、物联网、小米概念;造纸
002304;洋河股份;江苏洋河酒厂股份有限公司;Jiangsu Yanghe Brewery Joint-stock Co., Ltd.;2002-12-27;江苏;--;王耀;季学庆、徐志坚、蔡云清、陈同广;江苏苏亚金诚会计师事务所(特殊普通合伙);陆红珍、孙大力;江苏苏源律师事务所;融资融券;酿酒业
002305;南国置业;武汉南国置业股份有限公司;Langold Real Estate Co., Ltd.;1998-07-27;湖北;--;薛志勇;梁伟、刘红霞、吴建滨、彭忠波;中天运会计师事务所(特殊普通合伙);余东亚;北京市万商天勤律师事务所;武汉规划;不动产投资开发
002306;*ST云网;中科云网科技集团股份有限公司;Cloud Live Technology Group Co.Ltd.;2007-10-23;北京;湘鄂情、中科云网、*ST云网、中科云网;陆湘苓;祝卫、林立新、王椿芳、鲁亮升;立信会计师事务所(特殊普通合伙);覃检;凯文律师事务所;摘帽概念;餐馆与酒吧
002307;北新路桥;新疆北新路桥集团股份有限公司;Xinjiang Beixin Road and Bridge Group Co., Ltd.;2001-08-07;新疆;--;汪伟;马洁、罗瑶、黄健;希格玛会计师事务所(特殊普通合伙);--;北京市国枫律师事务所;融资融券、丝绸之路;建筑施工
002308;威创股份;威创集团股份有限公司;Vtron Group Co., Ltd.;2007-12-19;广东;--;何正宇;谢石松、杨永福、胡志勇;众华会计师事务所(特殊普通合伙);曾日辉;广东格林律师事务所;国防军工、军工航天、融资融券;电子电气组件与设备
002309;中利集团;江苏中利集团股份有限公司;Jiangshu Zhongli Group Co., Ltd.;2007-08-06;江苏;中利科技;王柏兴;李永盛、金晓峰、李莹;天衡会计师事务所(特殊普通合伙);程娴;国浩律师集团(上海)事务所;3D打印、国防军工、军工航天、军民融合、太阳能;电子电气组件与设备
002310;东方园林;北京东方园林环境股份有限公司;Beijing Orient Landscape & Environment Co.,Ltd.;2001-09-12;北京;--;何巧女;刘凯湘、蒋力、周绍妮、苏金其、张涛、扈纪华;立信会计师事务所（特殊普通合伙）;夏可钦;北京市君合律师事务所;融资融券、新零售;建筑施工
002311;海大集团;广东海大集团股份有限公司;Guangdong Haid Group Co., Limited;2007-07-20;广东;--;薛华;陆承平、邓尔慷、李新春;广东正中珠江会计师事务所(特殊普通合伙);卢洁雯;上海市瑛明律师事务所;融资融券;农业与渔业
002312;三泰控股;成都三泰控股集团股份有限公司;Chengdu Santai Holding Group Co., Ltd.;2005-12-31;四川;三泰电子、三泰控股、*ST三泰;补建;周友苏、陈宏民、罗宏、吴越;瑞华会计师事务所(特殊普通合伙);宋晓霞;北京市金杜律师事务所;安防服务;计算机硬件
002313;日海通讯;深圳日海通讯技术股份有限公司;Sunsea Telecommunications Co., Ltd.;2003-11-14;广东;--;刘平;曾庆生、耿利航、项立刚;信永中和会计师事务所(特殊普通合伙);方玲玲;国浩律师集团（深圳）事务所;4G概念、5G概念、宽带提速、融资融券、三网融合;通讯设备
002314;南山控股;深圳市新南山控股(集团)股份有限公司;Shenzhen New Nanshan Holding (Group) Co., Ltd.;2001-04-30;广东;雅致股份;田俊彦;崔忠付、夏新平、张阜生;安永华明会计师事务所（特殊普通合伙）;刘逊;广东华商律师事务所;海工装备;不动产投资开发
002315;焦点科技;焦点科技股份有限公司;Focus Technology Co., Ltd.;2007-09-20;江苏;--;沈锦华;朱利民、耿成轩、耿强;上海众华沪银会计师事务所有限公司;迟梦洁;北京市竞天公诚律师事务所;电子支付、IPV6概念、云计算、虚拟现实;计算机服务
002316;键桥通讯;深圳键桥通讯技术股份有限公司;Shenzhen Keybridge Communications Co., Ltd.;2006-12-31;广东;键桥通讯;王永彬;刘煜辉、高岩、刘永泽;中喜会计师事务所(特殊普通合伙);王思邈;北京市中伦律师事务所;4G概念、5G概念、三网融合、智能交通;移动通信服务
002317;众生药业;广东众生药业股份有限公司;Guangdong Zhongsheng Pharmaceutical Co., Ltd.;2001-12-31;广东;--;陈永红;杜守颖、汤瑞刚、魏良华;众华会计师事务所(特殊普通合伙);李素贤;北京市天银律师事务所;融资融券;制药
002318;久立特材;浙江久立特材科技股份有限公司;Zhejiang Jiuli Hi-tech Metals Co., Ltd.;2005-09-19;浙江;--;李郑周;顾国兴、缪兰娟、郑万青;天健会计师事务所(特殊普通合伙);--;国浩律师集团（杭州）事务所;核电核能、海工装备、海水淡化、融资融券;钢铁
002319;乐通股份;珠海市乐通化工股份有限公司;Letong Chemical Co., Ltd.;1996-11-13;广东;--;周宇斌;蓝海林、沙振权、万良勇、王悦;大华会计师事务所(特殊普通合伙);杨婉秋;上海精诚申衡律师事务所;石墨烯;通用化工品
002320;海峡股份;海南海峡航运股份有限公司;Hainan Strait Shipping Co., Ltd.;2002-12-06;海南;--;林健;贺春海、蔡东宏、马战坤、孟兆胜;立信会计师事务所(特殊普通合伙);陈海光;北京市万商天勤律师事务所;海南自贸、三沙概念;水上运输
002321;华英农业;河南华英农业发展股份有限公司;Henan Huaying Agriculture Development Co., Ltd.;2002-01-30;河南;--;曹家富;武宗章、朱虎平、苏文忠;瑞华会计师事务所(特殊普通合伙);何志峰;大成律师事务所;--;农业与渔业
002322;理工环科;宁波理工环境能源科技股份有限公司;Ningbo Ligong Environment and Energy Technology Co., Ltd.;2000-12-12;浙江;理工监测;周方洁;靳明、段逸超、马中;天健会计师事务所(特殊普通合伙);俞凌佳;国浩律师集团（杭州）事务所;智能电网;电子电气组件与设备
002323;雅百特;江苏雅百特科技股份有限公司;Jiangsu Yabaite Technology Co., Ltd.;2002-10-21;江苏;中联电气;唐继勇;马其华、范晓亮、董运彦;中审亚太会计师事务所(特殊普通合伙);郁皓然;北京市君泽君律师事务所;太阳能;建筑施工
002324;普利特;上海普利特复合材料股份有限公司;Shanghai Pret Composites Co., Ltd.;1999-10-28;上海;--;周文;魏嶷、尚志强、吴星宇;立信会计师事务所;杨帆;上海东方华银律师事务所;军民融合;汽车零配件（IV）
002325;洪涛股份;深圳市洪涛装饰股份有限公司;Shenzhen Hongtao Decoration Co., Ltd.;2007-08-31;广东;--;刘年新;章成、朱莉峰、王肇文;瑞华会计师事务所(特殊普通合伙);简金英;国浩律师集团（深圳）事务所;含可转债、融资融券;建筑施工
002326;永太科技;浙江永太科技股份有限公司;Zhejiang Yongtai Technology Co., Ltd.;2007-07-23;浙江;--;王莺妹;苏为科、毛美英、杨光亮;立信会计师事务所（特殊普通合伙）;王英;上海市锦天城律师事务所;涉矿概念;特种化工品
002327;富安娜;深圳市富安娜家居用品股份有限公司;Shenzhen Fuanna Bedding and Furnishing Co., Ltd.;1994-08-11;广东;--;林国芳;张龙平、孔英、郑贤玲、张燃;立信会计师事务所(特殊普通合伙);--;广东信达律师事务所;新零售;服装与服饰
002328;新朋股份;上海新朋实业股份有限公司;Shanghai Xinpeng Industry Co., Ltd.;2007-09-29;上海;--;宋琳;郑韶、赵春光、严锡忠、张国明;立信会计师事务所(特殊普通合伙);顾俊;国浩律师集团(上海)事务所;国防军工、军民融合、涉矿概念;汽车零配件（IV）
002329;皇氏集团;皇氏集团股份有限公司;Royal Group Co.Ltd.;2001-05-31;广西;皇氏乳业;黄嘉棣;陈亮、陈永利、许春明;中喜会计师事务所（特殊普通合伙）;王婉芳;北京市康达律师事务所;网贷概念;食品生产（IV）
002330;得利斯;山东得利斯食品股份有限公司;Shandong Delisi Food Co., Ltd.;2007-12-13;山东;--;郑思敏;张永爱、张宏、王德建;大华会计师事务所有限公司;刘鹏;北京市中伦律师事务所;--;食品生产（IV）
002331;皖通科技;安徽皖通科技股份有限公司;Anhui Wantong Technology Co., Ltd.;2007-06-28;安徽;--;陈新;罗守生、陈结淼、张瑞稳;大华会计师事务所(特殊普通合伙);叶玲珍;上海市恒泰律师事务所;国防军工、皖江区域、智能交通;软件
002332;仙琚制药;浙江仙琚制药股份有限公司;Zhejiang Xianju Pharmaceutical Co., Ltd.;2000-06-26;浙江;--;张宇松;陈康华、赵苏靖、傅颀;天健会计师事务所(特殊普通合伙);陈伟萍;上海市锦天城律师事务所;--;制药
002333;罗普斯金;苏州罗普斯金铝业股份有限公司;Suzhou Lopsking Aluminum Co., Ltd.;2007-08-30;江苏;--;吴明福;黄鹏、张雪芬;安永华明会计师事务所(特殊普通合伙);夏金玲;北京市中伦律师事务所;苹果概念;铝业
002334;英威腾;深圳市英威腾电气股份有限公司;Shenzhen INVT Electric Co., Ltd.;2006-08-28;广东;--;黄申力;董秀琴、廖爱敏、秦飞;立信会计师事务所（特殊普通合伙）;刘玲芳;广东信达律师事务所;--;电子电气组件与设备
002335;科华恒盛;厦门科华恒盛股份有限公司;Xiamen Kehua Hengsheng Co., Ltd.;1999-03-26;福建;--;陈成辉;刘志云、肖虹、游荣义;致同会计师事务所(特殊普通合伙);赖紫婷;北京市国枫律师事务所;充电桩、太阳能;电子电气组件与设备
002336;人人乐;人人乐连锁商业集团股份有限公司;Renrenle Commercial Group Co., Ltd.;2007-11-08;广东;人人乐、*ST人乐;何金明;卜功桃、刘鲁鱼、花涛;致同会计师事务所(特殊普通合伙);王静;启元律师事务所;ST板块;百货零售
002337;赛象科技;天津赛象科技股份有限公司;Tianjin Saixiang Technoly Co., Ltd.;2000-11-16;天津;--;张晓辰;郭卫锋、张梅;大华会计师事务所(特殊普通合伙);王佳;嘉德恒时律师事务所;--;工业机械
002338;奥普光电;长春奥普光电技术股份有限公司;Changchun Up Optotech Co., Ltd.;2001-06-26;吉林;--;贾平;朱文山、李北伟、李传荣;立信会计师事务所（特殊普通合伙）;周健;北京市金杜律师事务所;国防军工、军工航天;电子设备
002339;积成电子;积成电子股份有限公司;Integrated Electronic Systems Lab Co., Ltd.;2000-08-10;山东;--;杨志强;熊伟、王琨、唐西胜;瑞华会计师事务所(特殊普通合伙);刘慧娟;德恒(北京)律师事务所;3D打印、国防军工、军工航天、军民融合、物联网、智能电网;电子电气组件与设备
002340;格林美;深圳市格林美高新技术股份有限公司;GEM Co., Ltd.;2006-12-27;广东;--;许开华;李映照、吴树阶;瑞华会计师事务所(特殊普通合伙);程青民;君信律师事务所;锂电池、融资融券、石墨烯、太阳能、稀缺资源;有色金属
002341;新纶科技;深圳市新纶科技股份有限公司;Shenzhen Selen Science and Technology Co., Ltd.;2007-06-15;广东;--;侯毅;宁钟、吉明、张天成;瑞华会计师事务所(特殊普通合伙);阮征、张桥;北京市国枫律师事务所;空气治理、锂电池、苹果概念、石墨烯、网贷概念;特种化工品
002342;巨力索具;巨力索具股份有限公司;Juli Sling Co., Ltd.;2004-12-07;河北;--;杨建忠;董国云、刘德雷、田洪;致同会计师事务所(特殊普通合伙);李化;国浩律师集团（北京）事务所;海工装备、军工航天、军民融合、雄安新区、京津冀;钢铁
002343;慈文传媒;慈文传媒股份有限公司;Ciwen Media Co.,Ltd.;1998-08-28;浙江;禾欣股份;马中骏;虞群娥、杜云波、黄振中;众华会计师事务所（特殊普通合伙）;罗士民;北京市竞天公诚律师事务所;IP变现;广播与娱乐
002344;海宁皮城;海宁中国皮革城股份有限公司;Haining China Leather Market Co., Ltd.;2007-12-05;浙江;--;张月明;史习民、丛培国、何斌辉;天健会计师事务所(特殊普通合伙);杨克琪;上海市锦天城律师事务所;金融改革、融资融券、新零售、网贷概念;百货零售
002345;潮宏基;广东潮宏基实业股份有限公司;Guangdong CHJ Industry Co., Ltd.;2006-09-15;广东;--;廖木枝;余应敏、解浩然、李书玲;广东正中珠江会计师事务所(特殊普通合伙);林育昊;广东信扬律师事务所;黄金概念、奢侈品、新零售;服装与服饰
002346;柘中股份;上海柘中集团股份有限公司;Shanghai Zhezhong Group Co., Ltd.;2007-08-01;上海;柘中建设;陆仁军;张博华、陶滕云、金景波;立信会计师事务所(特殊普通合伙);田怡;国浩律师集团(上海)事务所;保障房;电子电气组件与设备
002347;泰尔股份;泰尔重工股份有限公司;Taier Heavy Industry Co., Ltd.;2007-09-26;安徽;泰尔重工;邰正彪;张居忠、尤佳、方明;天健会计师事务所(特殊普通合伙);董吴霞;江苏世纪同仁律师事务所;皖江区域;工业机械
002348;高乐股份;广东高乐玩具股份有限公司;Goldlok Toys Holdings (Guangdong) Co., Ltd.;1989-10-14;广东;--;杨旭恩;方钦雄、叶博辉、林则强;中汇会计师事务所(特殊普通合伙);陈锡廷;安徽承义律师事务所;3D打印;娱乐用品
002349;精华制药;精华制药集团股份有限公司;Nantong Jinghua Pharmaceutical Co., Ltd.;2007-09-28;江苏;--;朱春林;袁学礼、周卫国、高学敏;天衡会计师事务所(特殊普通合伙);王剑锋;江苏世纪同仁律师事务所;--;制药
002350;北京科锐;北京科锐配电自动化股份有限公司;Beijing Creative Distribution Automation Co., Ltd.;2001-05-18;北京;--;张新育;陈刚、曾鸣、宋萍萍;大信会计师事务所(特殊普通合伙);刘后弟;北京市凯文律师事务所;军工航天;电子电气组件与设备
002351;漫步者;深圳市漫步者科技股份有限公司;Edifier Technology Co., Ltd.;2007-11-02;广东;--;张文东;徐佳、姜帆、邓小亮;大华会计师事务所(特殊普通合伙);贺春雨;北京市万商天勤律师事务所;--;电子电气组件与设备
002352;顺丰控股;顺丰控股股份有限公司;S.F. Holding Co., Ltd.;2007-10-26;安徽;鼎泰新材;王卫;周永健、叶迪奇、周忠惠、金李;普华永道中天会计师事务所（特殊普通合伙）;曾静;广东君信律师事务所;皖江区域、稀土永磁;运输服务
