000001.SZ;平安银行
603636.SH;南威软件
603637.SH;镇海股份
603638.SH;艾迪精密
603639.SH;海利尔
603648.SH;畅联股份
603655.SH;朗博科技
603656.SH;泰禾光电
603658.SH;安图生物
603659.SH;璞泰来
603660.SH;苏州科达
603661.SH;恒林股份
603663.SH;三祥新材
603665.SH;康隆达
603667.SH;五洲新春
603668.SH;天马科技
603669.SH;灵康药业
603676.SH;卫信康
603677.SH;奇精机械
603678.SH;火炬电子
603679.SH;华体科技
603680.SH;今创集团
603683.SH;晶华新材
603685.SH;晨丰科技
603686.SH;龙马环卫
603688.SH;石英股份
603689.SH;皖天然气
603690.SH;至纯科技
603696.SH;安记食品
603698.SH;航天工程
603699.SH;纽威股份
603701.SH;德宏股份
603703.SH;盛洋科技
603707.SH;健友股份
603708.SH;家家悦
603709.SH;中源家具
603711.SH;香飘飘
603712.SH;七一二
603716.SH;塞力斯
603717.SH;天域生态
603718.SH;海利生物
603721.SH;中广天择
603722.SH;阿科力
603725.SH;天安新材
603726.SH;朗迪集团
603727.SH;博迈科
603728.SH;鸣志电器
603729.SH;龙韵股份
603730.SH;岱美股份
603733.SH;仙鹤股份
603737.SH;三棵树
603738.SH;泰晶科技
603757.SH;大元泵业
603758.SH;秦安股份
603766.SH;隆鑫通用
603767.SH;中马传动
603768.SH;常青股份
603776.SH;沃格光电
603776.SH;永安行
603777.SH;来伊份
603778.SH;乾景园林
603779.SH;威龙股份
603787.SH;新日股份
603788.SH;宁波高发
603789.SH;星光农机
603797.SH;联泰环保
603798.SH;康普顿
603799.SH;华友钴业
603800.SH;道森股份
603801.SH;志邦股份
603803.SH;瑞斯康达
603806.SH;福斯特
603808.SH;歌力思
603809.SH;豪能股份
603811.SH;诚意药业
603813.SH;原尚股份
603816.SH;顾家家居
603817.SH;海峡环保
603818.SH;曲美家居
603819.SH;神力股份
603822.SH;嘉澳环保
603823.SH;百合花
603825.SH;华扬联众
603826.SH;坤彩科技
603828.SH;柯利达
603829.SH;洛凯股份
603833.SH;欧派家居
603838.SH;四通股份
603839.SH;安正时尚
603843.SH;正平股份
603848.SH;好太太
603855.SH;华荣股份
603856.SH;东宏股份
603858.SH;步长制药
603859.SH;能科股份
603860.SH;中公高科
603861.SH;白云电器
603866.SH;桃李面包
603868.SH;飞科电器
603869.SH;北部湾旅
603871.SH;嘉友国际
603876.SH;鼎胜新材
603877.SH;太平鸟
603878.SH;武进不锈
603879.SH;永悦科技
603880.SH;南卫股份
603881.SH;数据港
603882.SH;金域医学
603883.SH;老百姓
603885.SH;吉祥航空
603886.SH;元祖股份
603887.SH;城地股份
603888.SH;新华网
603889.SH;新澳股份
603890.SH;春秋电子
603895.SH;天永智能
603896.SH;寿仙谷
603897.SH;长城科技
603898.SH;好莱客
603899.SH;晨光文具
603900.SH;莱绅通灵
603901.SH;永创智能
603903.SH;中持股份
603906.SH;龙蟠科技
603908.SH;牧高笛
603909.SH;合诚股份
603912.SH;佳力图
603916.SH;苏博特
603917.SH;合力科技
603918.SH;金桥信息
603919.SH;金徽酒
603920.SH;世运电路
603922.SH;金鸿顺
603926.SH;铁流股份
603928.SH;兴业股份
603929.SH;亚翔集成
603933.SH;睿能科技
603936.SH;博敏电子
603937.SH;丽岛新材
603938.SH;三孚股份
603939.SH;益丰药房
603955.SH;大千生态
603958.SH;哈森股份
603959.SH;百利科技
603960.SH;克来机电
603963.SH;大理药业
603966.SH;法兰泰克
603968.SH;醋化股份
603969.SH;银龙股份
603970.SH;中农立华
603976.SH;正川股份
603977.SH;国泰集团
603978.SH;深圳新星
603979.SH;金诚信
603980.SH;吉华集团
603985.SH;恒润股份
603986.SH;兆易创新
603987.SH;康德莱
603988.SH;中电电机
603989.SH;艾华集团
603990.SH;麦迪科技
603991.SH;至正股份
603993.SH;洛阳钼业
603996.SH;中新科技
603997.SH;继峰股份
603998.SH;方盛制药
603999.SH;读者传媒
